interval_id,relation,taskset_id,U_norm,source_E0,task_id,priority_rank,w,h,q,complete_envelope,local_envelope,service_value_without_e0,lower_bound_inclusive,upper_bound_exclusive,midpoint
I3323,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,58,1561818750000000047/12500000000000000000,24403200000000000809/200000000000000000000,64129959/1000000000000,24390374008200000809/200000000000000000000,1561017125512500047/12500000000000000000,49366648016400001561/400000000000000000000
I3324,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,59,1580418750000000049/12500000000000000000,24440400000000000813/200000000000000000000,65255133/1000000000000,24427348973400000813/200000000000000000000,1579603060837500049/12500000000000000000,49700997946800001597/400000000000000000000
I3325,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,60,25519200000000000809/200000000000000000000,24477600000000000817/200000000000000000000,6638031/100000000000,24464323938000000817/200000000000000000000,25505923938000000809/200000000000000000000,24985123938000000813/200000000000000000000
I3326,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,61,25556400000000000813/200000000000000000000,1232250000000000041/10000000000000000000,6750549/100000000000,1231574945100000041/10000000000000000000,25542898902000000813/200000000000000000000,50174397804000001633/400000000000000000000
I3327,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,62,25593600000000000817/200000000000000000000,24812400000000000823/200000000000000000000,6863067299999999/100000000000000000000,991946954616000033/8000000000000000000,25579873865400000819/200000000000000000000,12594636932700000411/100000000000000000000
I3328,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,63,25630800000000000821/200000000000000000000,12489900000000000413/100000000000000000000,69755859/1000000000000,12482924414100000413/100000000000000000000,25616848828200000821/200000000000000000000,50582697656400001647/400000000000000000000
I3329,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,64,1026720000000000033/8000000000000000000,25147200000000000829/200000000000000000000,7088104799999999/100000000000000000000,25133023790400000831/200000000000000000000,25653823790400000827/200000000000000000000,25393423790400000829/200000000000000000000
I3330,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,65,25705200000000000829/200000000000000000000,395540625000000013/3125000000000000000,7200623999999999/100000000000000000000,12650099376000000417/100000000000000000000,25690798752000000831/200000000000000000000,10198199500800000333/80000000000000000000
I3331,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,66,25742400000000000833/200000000000000000000,5096400000000000167/40000000000000000000,14626287/200000000000,5093474742600000167/40000000000000000000,25727773713000000833/200000000000000000000,12798786856500000417/100000000000000000000
I3332,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,67,25779600000000000837/200000000000000000000,12824700000000000419/100000000000000000000,7425663300000001/100000000000000000000,6408637168350000209/50000000000000000000,5152949734680000167/40000000000000000000,51399297346800001671/400000000000000000000
I3333,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,21,1220625000000000021/25000000000000000000,606243750000000011/12500000000000000000,2812578750000001/125000000000000000000,6059624921250000109/125000000000000000000,762539052656250013/15625000000000000000,12159937342500000213/250000000000000000000
I3334,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,22,639375000000000011/12500000000000000000,157809375000000003/3125000000000000000,23625693000000007/1000000000000000000000,50475374307000000953/1000000000000000000000,51126374307000000873/1000000000000000000000,50800874307000000913/1000000000000000000000
I3335,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,23,1336875000000000023/25000000000000000000,656231250000000013/12500000000000000000,24750759/1000000000000,655921865512500013/12500000000000000000,1336256231025000023/25000000000000000000,2648099962050000049/50000000000000000000
I3336,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,24,174375000000000003/3125000000000000000,340612500000000007/6250000000000000000,25875827999999997/1000000000000000000000,54472124172000001123/1000000000000000000000,55774124172000000963/1000000000000000000000,55123124172000001043/1000000000000000000000
I3337,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,25,58125000000000001/1000000000000000000,141243750000000003/2500000000000000000,270009/10000000000,141176247750000003/2500000000000000000,58097999100000001/1000000000000000000,572842491000000011/10000000000000000000
I3338,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,26,755625000000000013/12500000000000000000,45700781250000001/781250000000000000,28125975000000003/1000000000000000000000,58468874025000001277/1000000000000000000000,60421874025000001037/1000000000000000000000,59445374025000001157/1000000000000000000000
I3339,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,27,1569375000000000027/25000000000000000000,756206250000000017/12500000000000000000,29251053000000007/1000000000000000000000,60467248947000001353/1000000000000000000000,62745748947000001073/1000000000000000000000,61606498947000001213/1000000000000000000000
I3340,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,28,406875000000000007/6250000000000000000,390600000000000009/6250000000000000000,6075226800000001/200000000000000000000,12493124773200000287/200000000000000000000,13013924773200000223/200000000000000000000,2550704954640000051/40000000000000000000
I3341,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,29,1685625000000000029/25000000000000000000,806193750000000019/12500000000000000000,6300243600000001/200000000000000000000,12892799756400000303/200000000000000000000,13478699756400000231/200000000000000000000,13185749756400000267/200000000000000000000
I3342,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,30,174375000000000003/2500000000000000000,41559375000000001/625000000000000000,32626305000000003/1000000000000000000000,66462373695000001597/1000000000000000000000,69717373695000001197/1000000000000000000000,68089873695000001397/1000000000000000000000
I3343,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,31,1801875000000000031/25000000000000000000,856181250000000021/12500000000000000000,8437848749999999/250000000000000000000,17115187151250000421/250000000000000000000,18010312151250000311/250000000000000000000,8781374825625000183/125000000000000000000
I3344,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,32,58125000000000001/781250000000000000,440587500000000011/6250000000000000000,4359561/125000000000,440369521950000011/6250000000000000000,58097752743750001/781250000000000000,905151543900000019/12500000000000000000
I3345,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,33,1918125000000000033/25000000000000000000,906168750000000023/12500000000000000000,2250099/62500000000,905718730200000023/12500000000000000000,1917224960400000033/25000000000000000000,3728662420800000079/50000000000000000000
I3346,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,34,988125000000000017/12500000000000000000,116395312500000003/1562500000000000000,37126683/1000000000000,116337302057812503/1562500000000000000,987660916462500017/12500000000000000000,1918359332925000041/25000000000000000000
I3347,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,35,406875000000000007/5000000000000000000,38246250000000001/500000000000000000,9562946250000001/250000000000000000000,19113562053750000499/250000000000000000000,20334187053750000349/250000000000000000000,2465484319218750053/31250000000000000000
I3348,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,36,523125000000000009/6250000000000000000,490575000000000013/6250000000000000000,7875378000000001/200000000000000000000,3138104924400000083/40000000000000000000,16732124622000000287/200000000000000000000,16211324622000000351/200000000000000000000
I3349,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,37,2150625000000000037/25000000000000000000,1006143750000000027/12500000000000000000,20250999/500000000000,1005637475025000027/12500000000000000000,2149612450050000037/25000000000000000000,4160887400100000091/50000000000000000000
I3350,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,38,1104375000000000019/12500000000000000000,257784375000000007/3125000000000000000,41627109/1000000000000,257654290284375007/3125000000000000000,1103854661137500019/12500000000000000000,2134471822275000047/25000000000000000000
I3351,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,39,2266875000000000039/25000000000000000000,1056131250000000029/12500000000000000000,42752222999999997/1000000000000000000000,84447747777000002323/1000000000000000000000,90632247777000001563/1000000000000000000000,87539997777000001943/1000000000000000000000
I3352,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,40,2316862500000000041/25000000000000000000,108112500000000003/1250000000000000000,4387733999999999/100000000000000000000,8644612266000000241/100000000000000000000,1852612453200000033/20000000000000000000,8953837266000000203/100000000000000000000
I3353,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,41,2366850000000000043/25000000000000000000,2220375000000000061/25000000000000000000,2250123/50000000000,2219249938500000061/25000000000000000000,2365724938500000043/25000000000000000000,573121859625000013/6250000000000000000
I3354,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,42,483367500000000009/5000000000000000000,1139250000000000031/12500000000000000000,9225516599999999/200000000000000000000,18218774483400000497/200000000000000000000,19325474483400000361/200000000000000000000,18772124483400000429/200000000000000000000
I3355,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,43,2466825000000000047/25000000000000000000,2336625000000000063/25000000000000000000,47252709/1000000000000,2335443682275000063/25000000000000000000,2465643682275000047/25000000000000000000,480108736455000011/5000000000000000000
I3356,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,44,2516812500000000049/25000000000000000000,37417968750000001/390625000000000000,24188919/500000000000,37399071157031251/390625000000000000,2515603054050000049/25000000000000000000,4909143608100000113/50000000000000000000
I3357,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,45,2566800000000000051/25000000000000000000,490575000000000013/5000000000000000000,4950297/100000000000,490327485150000013/5000000000000000000,2565562425750000051/25000000000000000000,1254299962875000029/12500000000000000000
I3358,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,46,520800000000000011/5000000000000000000,624553125000000017/6250000000000000000,10125621/200000000000,624236699343750017/6250000000000000000,520546859475000011/5000000000000000000,5099681094750000123/50000000000000000000
I3359,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,47,2641200000000000059/25000000000000000000,2543550000000000071/25000000000000000000,10350648599999999/200000000000000000000,20338049351400000569/200000000000000000000,21119249351400000473/200000000000000000000,20728649351400000521/200000000000000000000
I3360,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,48,2678400000000000063/25000000000000000000,1294443750000000037/12500000000000000000,5287838399999999/100000000000000000000,10350262161600000297/100000000000000000000,10708312161600000253/100000000000000000000,421171486464000011/4000000000000000000
I3361,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,49,2715600000000000067/25000000000000000000,2634225000000000077/25000000000000000000,10800705599999999/200000000000000000000,21062999294400000617/200000000000000000000,21713999294400000537/200000000000000000000,21388499294400000577/200000000000000000000
I3362,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,50,2752800000000000071/25000000000000000000,33494531250000001/312500000000000000,2205147/40000000000,33477303539062501/312500000000000000,2751421783125000071/25000000000000000000,5429606066250000151/50000000000000000000
I3363,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,51,111600000000000003/1000000000000000000,2724900000000000083/25000000000000000000,2250153/40000000000,2723493654375000083/25000000000000000000,111543746175000003/1000000000000000000,2756043654375000079/25000000000000000000
I3364,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,52,2827200000000000079/25000000000000000000,1385118750000000043/12500000000000000000,28689489/500000000000,1384401512775000043/12500000000000000000,2825765525550000079/25000000000000000000,1118913710220000033/10000000000000000000
I3365,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,53,2864400000000000083/25000000000000000000,11197200000000000349/100000000000000000000,29252067/500000000000,11191349586600000349/100000000000000000000,2862937396650000083/25000000000000000000,22643099173200000681/200000000000000000000
I3366,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,54,2901600000000000087/25000000000000000000,22561800000000000701/200000000000000000000,14907323249999999/250000000000000000000,112749370707000003509/1000000000000000000000,29001092676750000871/250000000000000000000,228753741414000006993/2000000000000000000000
I3367,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,55,232500000000000007/2000000000000000000,355143750000000011/3125000000000000000,6075445499999999/100000000000000000000,11358524554500000353/100000000000000000000,11618924554500000351/100000000000000000000,359022642328125011/3125000000000000000
I3368,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,56,363862500000000011/3125000000000000000,22896600000000000707/200000000000000000000,3093981/50000000000,22884224076000000707/200000000000000000000,363669126187500011/3125000000000000000,46159048152000001411/400000000000000000000
I3369,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,57,5831100000000000177/50000000000000000000,2306400000000000071/20000000000000000000,6300478799999999/100000000000000000000,2881424880300000089/25000000000000000000,2331179904240000071/20000000000000000000,23181599042400000711/200000000000000000000
I3370,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,59,0,58,2920200000000000089/25000000000000000000,23231400000000000713/200000000000000000000,64129959/1000000000000,23218574008200000713/200000000000000000000,2918596751025000089/25000000000000000000,1862693920656000057/16000000000000000000
I3371,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,6,6,89,0,21,1220625000000000021/25000000000000000000,606243750000000011/12500000000000000000,2812578750000001/125000000000000000000,6059624921250000109/125000000000000000000,762539052656250013/15625000000000000000,12159937342500000213/250000000000000000000
I3372,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,6,6,89,0,22,639375000000000011/12500000000000000000,157809375000000003/3125000000000000000,23625693000000007/1000000000000000000000,50475374307000000953/1000000000000000000000,51126374307000000873/1000000000000000000000,50800874307000000913/1000000000000000000000
I3373,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,6,6,89,0,23,1336875000000000023/25000000000000000000,656231250000000013/12500000000000000000,24750759/1000000000000,655921865512500013/12500000000000000000,1336256231025000023/25000000000000000000,2648099962050000049/50000000000000000000
I3374,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,6,6,89,0,24,174375000000000003/3125000000000000000,340612500000000007/6250000000000000000,25875827999999997/1000000000000000000000,54472124172000001123/1000000000000000000000,55774124172000000963/1000000000000000000000,55123124172000001043/1000000000000000000000
I3375,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,6,6,89,0,25,58125000000000001/1000000000000000000,141243750000000003/2500000000000000000,270009/10000000000,141176247750000003/2500000000000000000,58097999100000001/1000000000000000000,572842491000000011/10000000000000000000
I3376,FIXED_CW_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,6,6,89,0,26,755625000000000013/12500000000000000000,45700781250000001/781250000000000000,28125975000000003/1000000000000000000000,58468874025000001277/1000000000000000000000,60421874025000001037/1000000000000000000000,59445374025000001157/1000000000000000000000
